0,0,0,0,0,46.65,59.65,71.25,85.45,104.4,118.75,132.95,151.95,170.95,189.9,213.7,237.45,266,299.15,337.1,379.85,427.4,474.85,531.85,598.35,674.25,759.75,854.85,949.7,
0,0,0,0,0,46.65,59.05,70.25,84.4,103.15,117.1,131.25,150.1,168.7,187.45,211.00,234.4,262.5,295.05,332.6,374.7,421.65,468.55,523.15,590.35,665.25,749.7,843.35,937.35,
0,0,0,28.65,36.65,45.85,57.8,69,82.75,101.3,115.1,128.85,147.2,165.8,184.15,207.3,230.25,258,290.1,327.05,368.55,414.65,460.75,516.05,580.5,654.15,737.2,829.25,921.6,
0,0,0,28.5,35.85,45,56.8,67.55,81.1,99.05,112.65,126.2,144.15,162.3,180.25,202.8,225.55,252.45,284.2,320.3,360.75,405.85,450.95,505.15,568.45,640.45,721.8,812,902.15,
0,0,21.65,27.85,35,43.8,55.15,65.7,78.85,96.4,109.75,122.9,140.45,158,175.55,197.45,219.6,245.9,276.6,311.65,351.35,395.25,439.05,491.85,553.25,623.6,702.75,790.65,878.35,
0,16.65,20.85,27,33.75,42.35,53.3,63.45,76.2,93.3,106.05,118.8,135.75,152.65,169.8,190.9,212.2,237.7,267.35,301.40,339.65,382.05,424.4,475.45,535,602.9,679.4,764.2,851.3,
12.65,15.85,20.2,25.8,32.35,40.5,51.05,61.00,73.1,89.45,101.55,113.9,130,146.3,162.6,182.85,203.40,227.85,256.30,288.90,325.50,366.10,406.85,455.80,512.65,577.70,651.10,732.45,815,
11.85,15.2,18.8,24.55,30.7,38.45,47.9,57.7,69.2,84.7,96.2,107.75,123.40,138.70,154.00,173.25,192.75,215.85,242.75,273.55,308.15,346.80,385.55,431.80,485.80,547.35,616.85,0,0,
11.2,13.8,17.75,22.9,28.65,35.8,45.3,53.8,64.7,78.95,89.85,100.55,115.05,129.50,143.75,161.80,179.80,201.40,226.55,255.50,287.8,323.85,0,0,0,0,0,0,0,
